site_id,configuration_id,relative_frobenius_error,spectral_cosine,rho_structure,quadrant
S27,NAIG-fold-specific,0.227442830160759,0.9743244789050548,0.9381499726327313,C_low_rho_low_error
S28,NAIG-fold-specific,0.183012084916524,0.9834223957895636,0.9496442255062946,C_low_rho_low_error
S28,NAIG-fold-specific,0.1791806424134799,0.9838537853660864,0.9518336070060208,C_low_rho_low_error
S28,NAIG-fold-specific,0.1778006599241795,0.984110571698134,0.9584017515051996,A_high_rho_low_error
S28,NAIG-fold-specific,0.1972727627952568,0.980547392856881,0.9748221127531472,A_high_rho_low_error
S28,NAIG-fold-specific,0.1894704919414954,0.9818996045067424,0.9781061850027366,A_high_rho_low_error
S30,NAIG-fold-specific,0.1914018211363729,0.982361640228894,0.949096880131363,C_low_rho_low_error
S30,NAIG-fold-specific,0.1876274345635242,0.9829688796053162,0.9682539682539684,A_high_rho_low_error
S30,NAIG-fold-specific,0.182023956153644,0.9838172652272964,0.9688013136289,A_high_rho_low_error
S30,NAIG-fold-specific,0.199916599096988,0.9814507127032264,0.9852216748768474,A_high_rho_low_error
S30,NAIG-fold-specific,0.1920741177875507,0.9825018572646292,0.9917898193760264,A_high_rho_low_error
